"daily"
Date,Crop,Stage,AbBiom,OrgBiom/Leaf,OrgBiom/Fruit,Yield,LAI,Precip,Mois_1,Mois_2,Mois_3,Mois_1,Mois_2,Mois_3,SOC_1,SOC_2,SOC_3,Tavg,Globrad
2012-01-30,,0,0,0,0,0,0,0.1068,0.559,0.566,0.165,0.559,0.566,0.165,0.0515,0.0503,0.0504,-14.5071,5.9924
2012-01-31,,0,0,0,0,0,0,0.0868,0.559,0.566,0.165,0.559,0.566,0.165,0.0515,0.0503,0.0504,-19.4904,5.4085
2012-02-01,,0,0,0,0,0,0,0.6835,0.56,0.566,0.165,0.56,0.566,0.165,0.0515,0.0503,0.0504,-22.5638,6.2942
2012-02-02,,0,0,0,0,0,0,0.3779,0.56,0.566,0.165,0.56,0.566,0.165,0.0515,0.0503,0.0504,-18.8279,5.4062
2012-02-03,,0,0,0,0,0,0,0.0745,0.56,0.566,0.165,0.56,0.566,0.165,0.0515,0.0503,0.0504,-21.7325,5.2465
2012-02-04,,0,0,0,0,0,0,0,0.56,0.566,0.165,0.56,0.566,0.165,0.0515,0.0503,0.0504,-19.4579,3.8365
2012-02-05,,0,0,0,0,0,0,0,0.56,0.566,0.165,0.56,0.566,0.165,0.0515,0.0503,0.0504,-15.5496,6.6257
2012-02-06,,0,0,0,0,0,0,0,0.561,0.566,0.165,0.561,0.566,0.165,0.0515,0.0503,0.0504,-17.2208,6.2413
2012-02-07,,0,0,0,0,0,0,0,0.561,0.566,0.165,0.561,0.566,0.165,0.0515,0.0503,0.0504,-19.7483,7.6263
2012-02-08,,0,0,0,0,0,0,0,0.561,0.566,0.165,0.561,0.566,0.165,0.0515,0.0503,0.0504,-18.2775,7.0272
2012-02-09,,0,0,0,0,0,0,0.3018,0.561,0.566,0.165,0.561,0.566,0.165,0.0515,0.0503,0.0504,-17.6988,5.1552
2012-02-10,,0,0,0,0,0,0,0.4419,0.561,0.566,0.165,0.561,0.566,0.165,0.0515,0.0503,0.0504,-17.4179,5.4458
2012-02-11,,0,0,0,0,0,0,0.2897,0.561,0.566,0.165,0.561,0.566,0.165,0.0515,0.0503,0.0504,-23.4742,7.763
2012-02-12,,0,0,0,0,0,0,0.6687,0.561,0.566,0.165,0.561,0.566,0.165,0.0515,0.0503,0.0504,-18.985,5.4471
2012-02-13,,0,0,0,0,0,0,0,0.562,0.566,0.165,0.562,0.566,0.165,0.0515,0.0503,0.0504,-17.3933,7.3551
2012-02-14,,0,0,0,0,0,0,3.6588,0.562,0.566,0.165,0.562,0.566,0.165,0.0515,0.0503,0.0504,-13.5163,3.0929
2012-02-15,,0,0,0,0,0,0,0.8754,0.562,0.566,0.165,0.562,0.566,0.165,0.0515,0.0503,0.0504,-5.7229,4.9118
2012-02-16,,0,0,0,0,0,0,4.7482,0.562,0.566,0.165,0.562,0.566,0.165,0.0515,0.0503,0.0504,-9.2375,1.3171
2012-02-17,,0,0,0,0,0,0,1.6588,0.562,0.566,0.165,0.562,0.566,0.165,0.0515,0.0503,0.0504,-10.915,3.6416
2012-02-18,,0,0,0,0,0,0,0.4313,0.562,0.566,0.165,0.562,0.566,0.165,0.0515,0.0503,0.0504,-12.4925,6.4243
2012-02-19,,0,0,0,0,0,0,0,0.562,0.566,0.165,0.562,0.566,0.165,0.0515,0.0503,0.0504,-14.1963,6.869
2012-02-20,,0,0,0,0,0,0,0.1278,0.562,0.566,0.165,0.562,0.566,0.165,0.0515,0.0503,0.0504,-16.2825,9.4244
2012-02-21,,0,0,0,0,0,0,0.8154,0.562,0.566,0.165,0.562,0.566,0.165,0.0515,0.0503,0.0504,-8.3788,4.0192
2012-02-22,,0,0,0,0,0,0,1.8416,0.562,0.566,0.165,0.562,0.566,0.165,0.0515,0.0503,0.0504,-4.7713,3.2715
2012-02-23,,0,0,0,0,0,0,3.9872,0.562,0.566,0.165,0.562,0.566,0.165,0.0515,0.0503,0.0504,-2.52,3.8094
2012-02-24,,0,0,0,0,0,0,3.6878,0.562,0.566,0.165,0.562,0.566,0.165,0.0515,0.0503,0.0504,-0.5046,1.4643
2012-02-25,,0,0,0,0,0,0,1.1299,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0504,0.4363,2.2346
2012-02-26,,0,0,0,0,0,0,2.3413,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0504,0.4642,3.9638
2012-02-27,,0,0,0,0,0,0,0.8813,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0504,-0.0075,5.2998
2012-02-28,,0,0,0,0,0,0,1.8022,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0504,-1.4646,7.1512
2012-02-29,,0,0,0,0,0,0,1.0595,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0504,-2.5746,5.0041
2012-03-01,,0,0,0,0,0,0,0.2301,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0504,-4.0804,9.2787
2012-03-02,,0,0,0,0,0,0,0,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0504,-6.2221,12.1158
2012-03-03,,0,0,0,0,0,0,0.0996,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0504,-9.05,11.0115
2012-03-04,,0,0,0,0,0,0,0.6376,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0504,-5.4529,6.3104
2012-03-05,,0,0,0,0,0,0,1.3942,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0504,-4.0429,6.4893
2012-03-06,,0,0,0,0,0,0,1.19,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0504,-6.1567,6.3375
2012-03-07,,0,0,0,0,0,0,0.4038,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0504,-8.4088,9.1396
2012-03-08,,0,0,0,0,0,0,0.2929,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0504,-11.9771,12.0506
2012-03-09,,0,0,0,0,0,0,0.3354,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0503,-12.1463,10.6976
2012-03-10,,0,0,0,0,0,0,0.2153,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0503,-7.74,11.5852
2012-03-11,,0,0,0,0,0,0,3.344,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0503,-7.43,6.4161
2012-03-12,,0,0,0,0,0,0,0.7938,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0503,-2.4667,9.2104
2012-03-13,,0,0,0,0,0,0,2.7882,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0503,1.2383,12.8754
2012-03-14,,0,0,0,0,0,0,1.8664,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0503,0.0792,12.9598
2012-03-15,,0,0,0,0,0,0,0.9029,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0503,-4.4025,12.3916
2012-03-16,,0,0,0,0,0,0,0.2095,0.563,0.566,0.165,0.563,0.566,0.165,0.0515,0.0503,0.0503,-7.7725,13.8155
2012-03-17,,0,0,0,0,0,0,0,0.564,0.566,0.165,0.564,0.566,0.165,0.0515,0.0503,0.0503,-4.9221,11.2655
2012-03-18,,0,0,0,0,0,0,0,0.564,0.566,0.165,0.564,0.566,0.165,0.0515,0.0503,0.0503,3.5771,15.7208
2012-03-19,,0,0,0,0,0,0,0.5515,0.564,0.566,0.165,0.564,0.566,0.165,0.0515,0.0503,0.0503,4.1083,15.3774
2012-03-20,,0,0,0,0,0,0,0.2319,0.564,0.566,0.165,0.564,0.566,0.165,0.0515,0.0503,0.0503,3.3558,14.6054
2012-03-21,,0,0,0,0,0,0,0.7932,0.564,0.566,0.165,0.564,0.566,0.165,0.0515,0.0503,0.0503,2.1725,9.2074
2012-03-22,,0,0,0,0,0,0,0.4648,0.564,0.566,0.165,0.564,0.566,0.165,0.0515,0.0503,0.0503,0.7679,15.4816
2012-03-23,,0,0,0,0,0,0,4.7936,0.545,0.562,0.165,0.545,0.562,0.165,0.0515,0.0503,0.0503,2.0729,2.6196
2012-03-24,,0,0,0,0,0,0,0.1152,0.546,0.562,0.165,0.546,0.562,0.165,0.0515,0.0503,0.0503,-2.3771,15.848
2012-03-25,,0,0,0,0,0,0,7.3118,0.548,0.562,0.165,0.548,0.562,0.165,0.0515,0.0503,0.0503,-1.9925,6.6857
2012-03-26,,0,0,0,0,0,0,6.3825,0.55,0.562,0.165,0.55,0.562,0.165,0.0515,0.0503,0.0503,-0.8304,3.4283
2012-03-27,,0,0,0,0,0,0,0.3526,0.551,0.562,0.165,0.551,0.562,0.165,0.0515,0.0503,0.0503,-3.0608,16.9261
2012-03-28,,0,0,0,0,0,0,0.1828,0.552,0.562,0.165,0.552,0.562,0.165,0.0515,0.0503,0.0503,-2.0017,14.8165
2012-03-29,,0,0,0,0,0,0,4.1201,0.553,0.562,0.165,0.553,0.562,0.165,0.0515,0.0503,0.0503,-0.9821,10.0447
2012-03-30,,0,0,0,0,0,0,0.5711,0.554,0.562,0.165,0.554,0.562,0.165,0.0515,0.0503,0.0503,4.2692,13.5346
2012-03-31,,0,0,0,0,0,0,7.5871,0.555,0.562,0.165,0.555,0.562,0.165,0.0515,0.0503,0.0503,1.7575,7.2278
2012-04-01,,0,0,0,0,0,0,4.6573,0.556,0.562,0.165,0.556,0.562,0.165,0.0515,0.0503,0.0503,1.8896,10.3183
2012-04-02,,0,0,0,0,0,0,1.0084,0.556,0.562,0.165,0.556,0.562,0.165,0.0515,0.0503,0.0503,0.8958,18.1075
2012-04-03,,0,0,0,0,0,0,0.0944,0.544,0.559,0.165,0.544,0.559,0.165,0.0515,0.0503,0.0503,2.2242,16.7882
2012-04-04,,0,0,0,0,0,0,0,0.529,0.556,0.164,0.529,0.556,0.164,0.0515,0.0503,0.0503,2.0163,14.5184
2012-04-05,,0,0,0,0,0,0,0.4846,0.506,0.55,0.164,0.506,0.55,0.164,0.0514,0.0503,0.0503,7.6192,16.0577
2012-04-06,,0,0,0,0,0,0,0,0.487,0.545,0.164,0.487,0.545,0.164,0.0514,0.0503,0.0503,3.0625,18.0573
2012-04-07,,0,0,0,0,0,0,2.3438,0.468,0.561,0.164,0.468,0.561,0.164,0.0514,0.0503,0.0503,6.5508,10.5879
2012-04-08,,0,0,0,0,0,0,2.5894,0.373,0.557,0.264,0.373,0.557,0.264,0.0514,0.0503,0.0503,10.49,9.7438
2012-04-09,,0,0,0,0,0,0,5.8477,0.304,0.551,0.321,0.304,0.551,0.321,0.0514,0.0503,0.0503,10.5325,11.6533
2012-04-10,,0,0,0,0,0,0,2.6843,0.296,0.461,0.325,0.296,0.461,0.325,0.0514,0.0503,0.0503,9.0879,12.4261
2012-04-11,,0,0,0,0,0,0,0.403,0.281,0.357,0.325,0.281,0.357,0.325,0.0514,0.0503,0.0503,8.3513,13.475
2012-04-12,,0,0,0,0,0,0,10.4903,0.305,0.321,0.323,0.305,0.321,0.323,0.0514,0.0503,0.0503,7.7379,4.553
2012-04-13,,0,0,0,0,0,0,1.9969,0.286,0.31,0.315,0.286,0.31,0.315,0.0514,0.0503,0.0503,7.2733,9.7311
2012-04-14,,0,0,0,0,0,0,0.7437,0.267,0.302,0.309,0.267,0.302,0.309,0.0513,0.0503,0.0503,11.1525,16.7171
2012-04-15,,0,0,0,0,0,0,0,0.23,0.293,0.303,0.23,0.293,0.303,0.0513,0.0503,0.0503,15.7875,13.1806
2012-04-16,,0,0,0,0,0,0,2.569,0.224,0.286,0.3,0.224,0.286,0.3,0.0513,0.0503,0.0503,16.5917,14.5517
2012-04-17,,0,0,0,0,0,0,0,0.199,0.28,0.297,0.199,0.28,0.297,0.0513,0.0503,0.0503,15.575,18.3223
2012-04-18,,0,0,0,0,0,0,0.6687,0.182,0.275,0.295,0.182,0.275,0.295,0.0513,0.0503,0.0503,14.0438,13.9097
2012-04-19,,0,0,0,0,0,0,0.3018,0.153,0.267,0.292,0.153,0.267,0.292,0.0513,0.0503,0.0503,14.4025,16.3782
2012-04-20,,0,0,0,0,0,0,0.9286,0.131,0.26,0.288,0.131,0.26,0.288,0.0513,0.0503,0.0503,15.7679,15.5731
2012-04-21,,0,0,0,0,0,0,1.1368,0.122,0.255,0.286,0.122,0.255,0.286,0.0513,0.0503,0.0503,14.2375,16.5769
2012-04-22,,0,0,0,0,0,0,2.5201,0.129,0.249,0.284,0.129,0.249,0.284,0.0513,0.0503,0.0503,14.6083,17.0588
2012-04-23,,0,0,0,0,0,0,3.7793,0.146,0.244,0.281,0.146,0.244,0.281,0.0513,0.0503,0.0503,13.1583,16.4853
2012-04-24,,0,0,0,0,0,0,1.8522,0.136,0.237,0.278,0.136,0.237,0.278,0.0513,0.0503,0.0503,14.3308,17.6274
2012-04-25,,0,0,0,0,0,0,0,0.108,0.23,0.275,0.108,0.23,0.275,0.0513,0.0503,0.0503,16.6808,20.8556
2012-04-26,,0,0,0,0,0,0,0,0.096,0.223,0.272,0.096,0.223,0.272,0.0513,0.0503,0.0503,18.2658,20.1287
2012-04-27,,0,0,0,0,0,0,0,0.094,0.216,0.269,0.094,0.216,0.269,0.0513,0.0503,0.0503,17.5825,22.4708
2012-04-28,,0,0,0,0,0,0,0,0.093,0.21,0.266,0.093,0.21,0.266,0.0513,0.0503,0.0503,16.4596,23.3227
2012-04-29,,0,0,0,0,0,0,0,0.091,0.202,0.263,0.091,0.202,0.263,0.0513,0.0503,0.0503,19.9833,23.3559
2012-04-30,,0,0,0,0,0,0,0,0.09,0.195,0.26,0.09,0.195,0.26,0.0513,0.0503,0.0503,15.4033,21.4121
2012-05-01,,0,0,0,0,0,0,0,0.089,0.188,0.256,0.089,0.188,0.256,0.0513,0.0503,0.0503,13.1379,22.9537
2012-05-02,barley/spring barley,1,53,53,0,0,0.106,0,0.088,0.184,0.255,0.088,0.184,0.255,0.0513,0.0502,0.0503,11.0658,24.8745
2012-05-03,barley/spring barley,1,53,53,0,0,0.106,0,0.087,0.181,0.253,0.087,0.181,0.253,0.0513,0.0502,0.0503,13.0733,24.7862
2012-05-04,barley/spring barley,1,53,53,0,0,0.106,0,0.087,0.178,0.252,0.087,0.178,0.252,0.0513,0.0502,0.0503,16.7579,22.67
2012-05-05,barley/spring barley,1,53,53,0,0,0.106,1.6405,0.102,0.173,0.25,0.102,0.173,0.25,0.0513,0.0502,0.0503,18.5746,19.5583
2012-05-06,barley/spring barley,1,53,53,0,0,0.106,1.2341,0.111,0.169,0.248,0.111,0.169,0.248,0.0513,0.0502,0.0503,19.6396,20.0652
2012-05-07,barley/spring barley,1,53,53,0,0,0.106,1.6227,0.119,0.166,0.246,0.119,0.166,0.246,0.0513,0.0502,0.0503,19.6758,18.6296
2012-05-08,barley/spring barley,1,53,53,0,0,0.106,0.2161,0.11,0.162,0.245,0.11,0.162,0.245,0.0513,0.0502,0.0503,19.1125,19.6993
2012-05-09,barley/spring barley,1,53,53,0,0,0.106,2.7005,0.131,0.159,0.243,0.131,0.159,0.243,0.0513,0.0502,0.0503,19.2046,19.3308
2012-05-10,barley/spring barley,1,53,53,0,0,0.106,2.3219,0.138,0.155,0.241,0.138,0.155,0.241,0.0513,0.0502,0.0503,21.0458,20.5515
2012-05-11,barley/spring barley,1,53,53,0,0,0.106,0.938,0.129,0.151,0.24,0.129,0.151,0.24,0.0513,0.0502,0.0503,21.0058,21.913
2012-05-12,barley/spring barley,1,53,53,0,0,0.106,0.2124,0.114,0.147,0.238,0.114,0.147,0.238,0.0513,0.0502,0.0503,22.1467,24.5262
2012-05-13,barley/spring barley,1,53,53,0,0,0.106,0,0.103,0.142,0.236,0.103,0.142,0.236,0.0513,0.0502,0.0503,20.8354,21.5461
2012-05-14,barley/spring barley,1,53,53,0,0,0.106,0,0.098,0.138,0.233,0.098,0.138,0.233,0.0513,0.0502,0.0503,17.8821,23.4233
2012-05-15,barley/spring barley,1,53,53,0,0,0.106,0.2676,0.1,0.133,0.231,0.1,0.133,0.231,0.0513,0.0502,0.0503,21.0096,24.6627
2012-05-16,barley/spring barley,1,53,53,0,0,0.106,0.0752,0.099,0.127,0.229,0.099,0.127,0.229,0.0513,0.0502,0.0503,21.485,24.8692
2012-05-17,barley/spring barley,1,53,53,0,0,0.106,0.4997,0.103,0.123,0.226,0.103,0.123,0.226,0.0513,0.0502,0.0503,19.8125,17.8589
2012-05-18,barley/spring barley,1,53,53,0,0,0.106,0.4765,0.103,0.12,0.225,0.103,0.12,0.225,0.0513,0.0502,0.0503,19.9037,18.5004
2012-05-19,barley/spring barley,1,53,53,0,0,0.106,0,0.098,0.117,0.222,0.098,0.117,0.222,0.0513,0.0502,0.0503,20.2654,25.4174
2012-05-20,barley/spring barley,1,53,53,0,0,0.106,0,0.097,0.114,0.22,0.097,0.114,0.22,0.0513,0.0502,0.0503,20.8396,27.133
2012-05-21,barley/spring barley,1,53,53,0,0,0.106,0,0.096,0.112,0.218,0.096,0.112,0.218,0.0513,0.0502,0.0503,20.2608,26.7202
2012-05-22,barley/spring barley,1,53,53,0,0,0.106,0,0.095,0.11,0.217,0.095,0.11,0.217,0.0513,0.0502,0.0503,20.7179,22.2773
2012-05-23,barley/spring barley,1,53,53,0,0,0.106,0,0.094,0.108,0.215,0.094,0.108,0.215,0.0513,0.0502,0.0503,20.885,20.0468
2012-05-24,barley/spring barley,1,53,53,0,0,0.106,0,0.093,0.106,0.212,0.093,0.106,0.212,0.0513,0.0502,0.0503,14.3688,26.3761
2012-05-25,barley/spring barley,1,53,53,0,0,0.106,0,0.092,0.104,0.211,0.092,0.104,0.211,0.0513,0.0502,0.0503,12.8046,17.3292
2012-05-26,barley/spring barley,1,53,53,0,0,0.106,0,0.092,0.103,0.209,0.092,0.103,0.209,0.0513,0.0502,0.0503,10.6833,17.0217
2012-05-27,barley/spring barley,1,53,53,0,0,0.106,0,0.091,0.103,0.207,0.091,0.103,0.207,0.0513,0.0502,0.0503,14.3258,27.8195
2012-05-28,barley/spring barley,1,53,53,0,0,0.106,0,0.09,0.102,0.206,0.09,0.102,0.206,0.0513,0.0502,0.0503,16.185,24.1179
2012-05-29,barley/spring barley,1,53,53,0,0,0.106,0,0.089,0.101,0.204,0.089,0.101,0.204,0.0513,0.0502,0.0503,17.9413,20.5908
2012-05-30,barley/spring barley,1,53,53,0,0,0.106,3.7697,0.126,0.101,0.203,0.126,0.101,0.203,0.0513,0.0502,0.0503,16.2437,15.575
2012-05-31,barley/spring barley,1,53,53,0,0,0.106,0,0.112,0.101,0.201,0.112,0.101,0.201,0.0513,0.0502,0.0503,15.1263,23.6346
2012-06-01,barley/spring barley,1,53,53,0,0,0.106,0,0.105,0.101,0.2,0.105,0.101,0.2,0.0513,0.0502,0.0503,12.5108,19.2828
2012-06-02,barley/spring barley,1,53,53,0,0,0.106,5.1945,0.152,0.101,0.198,0.152,0.101,0.198,0.0513,0.0502,0.0503,14.1825,13.7477
2012-06-03,barley/spring barley,1,53,53,0,0,0.106,0.8895,0.145,0.101,0.197,0.145,0.101,0.197,0.0513,0.0502,0.0503,13.3933,23.1099
2012-06-04,barley/spring barley,1,53,53,0,0,0.106,4.4473,0.178,0.101,0.196,0.178,0.101,0.196,0.0513,0.0502,0.0503,11.7388,12.0924
2012-06-05,barley/spring barley,1,53,53,0,0,0.106,2.3738,0.186,0.101,0.194,0.186,0.101,0.194,0.0512,0.0502,0.0503,16.52,19.6284
2012-06-06,barley/spring barley,1,53,53,0,0,0.106,1.7389,0.183,0.101,0.192,0.183,0.101,0.192,0.0512,0.0502,0.0502,22.2779,22.2309
2012-06-07,barley/spring barley,1,53,53,0,0,0.106,2.6193,0.193,0.101,0.191,0.193,0.101,0.191,0.0512,0.0502,0.0502,21.4633,22.2821
2012-06-08,barley/spring barley,1,53,53,0,0,0.106,0.2502,0.175,0.101,0.189,0.175,0.101,0.189,0.0512,0.0502,0.0502,17.0521,17.0653
2012-06-09,barley/spring barley,1,53,53,0,0,0.106,0,0.15,0.101,0.186,0.15,0.101,0.186,0.0512,0.0502,0.0502,18.5729,27.876
2012-06-10,barley/spring barley,1,53,53,0,0,0.106,4.3789,0.172,0.101,0.184,0.172,0.101,0.184,0.0512,0.0502,0.0502,21.4929,18.8776
2012-06-11,barley/spring barley,1,53,53,0,0,0.106,1.7725,0.173,0.101,0.182,0.173,0.101,0.182,0.0511,0.0502,0.0502,22.8642,23.7935
2012-06-12,barley/spring barley,1,53,53,0,0,0.106,0.4881,0.154,0.101,0.18,0.154,0.101,0.18,0.0511,0.0502,0.0502,25.7721,24.3167
2012-06-13,barley/spring barley,1,53,53,0,0,0.106,0.4843,0.139,0.101,0.178,0.139,0.101,0.178,0.0511,0.0502,0.0502,25.0796,22.8862
2012-06-14,barley/spring barley,1,53,53,0,0,0.106,1.9248,0.139,0.101,0.176,0.139,0.101,0.176,0.0511,0.0502,0.0502,25.8396,26.1058
2012-06-15,barley/spring barley,1,53,53,0,0,0.106,7.9237,0.2,0.1,0.175,0.2,0.1,0.175,0.0511,0.0502,0.0502,22.8304,20.3255
2012-06-16,barley/spring barley,1,53,53,0,0,0.106,1.8532,0.198,0.1,0.173,0.198,0.1,0.173,0.0511,0.0502,0.0502,19.7533,21.5711
2012-06-17,barley/spring barley,1,53,53,0,0,0.106,0.1225,0.175,0.1,0.17,0.175,0.1,0.17,0.0511,0.0502,0.0502,19.7921,20.483
2012-06-18,barley/spring barley,1,53,53,0,0,0.106,2.5709,0.176,0.1,0.168,0.176,0.1,0.168,0.0511,0.0502,0.0502,21.5729,25.8164
2012-06-19,barley/spring barley,1,53,53,0,0,0.106,0,0.156,0.1,0.166,0.156,0.1,0.166,0.051,0.0502,0.0502,19.5525,27.3346
2012-06-20,barley/spring barley,1,53,53,0,0,0.106,3.8303,0.175,0.1,0.164,0.175,0.1,0.164,0.051,0.0502,0.0502,21.8529,20.197
2012-06-21,barley/spring barley,1,53,53,0,0,0.106,0,0.154,0.1,0.162,0.154,0.1,0.162,0.051,0.0502,0.0502,20.6392,27.8613
2012-06-22,barley/spring barley,1,53,53,0,0,0.106,0,0.135,0.1,0.161,0.135,0.1,0.161,0.051,0.0502,0.0502,20.1929,26.5051
2012-06-23,barley/spring barley,1,53,53,0,0,0.106,0.2052,0.122,0.1,0.159,0.122,0.1,0.159,0.051,0.0502,0.0502,21.2054,24.1777
2012-06-24,barley/spring barley,1,53,53,0,0,0.106,0.2446,0.109,0.1,0.157,0.109,0.1,0.157,0.051,0.0502,0.0502,20.9567,22.9021
2012-06-25,barley/spring barley,1,53,53,0,0,0.106,0,0.102,0.1,0.155,0.102,0.1,0.155,0.051,0.0502,0.0502,19.2967,28.4161
2012-06-26,barley/spring barley,1,53,53,0,0,0.106,5.9786,0.158,0.1,0.153,0.158,0.1,0.153,0.051,0.0502,0.0502,21.0017,22.2929
2012-06-27,barley/spring barley,1,53,53,0,0,0.106,0.0933,0.139,0.1,0.152,0.139,0.1,0.152,0.051,0.0502,0.0502,18.2017,22.8064
2012-06-28,barley/spring barley,1,53,53,0,0,0.106,0.4738,0.128,0.1,0.15,0.128,0.1,0.15,0.051,0.0502,0.0502,16.9754,21.8818
2012-06-29,barley/spring barley,1,53,53,0,0,0.106,0.1735,0.113,0.1,0.148,0.113,0.1,0.148,0.051,0.0502,0.0502,17.2408,20.5521
2012-06-30,barley/spring barley,1,53,53,0,0,0.106,0.8545,0.112,0.1,0.146,0.112,0.1,0.146,0.051,0.0502,0.0502,17.57,23.6806
2012-07-01,barley/spring barley,1,53,53,0,0,0.106,0,0.103,0.1,0.145,0.103,0.1,0.145,0.051,0.0502,0.0502,18.3633,23.8421
2012-07-02,barley/spring barley,1,53,53,0,0,0.106,0.2577,0.101,0.1,0.143,0.101,0.1,0.143,0.051,0.0502,0.0502,20.1379,25.5411
2012-07-03,barley/spring barley,1,53,53,0,0,0.106,0.2987,0.101,0.1,0.141,0.101,0.1,0.141,0.051,0.0502,0.0502,22.1983,26.5174
2012-07-04,barley/spring barley,1,53,53,0,0,0.106,5.2826,0.151,0.1,0.139,0.151,0.1,0.139,0.051,0.0502,0.0502,21.0313,19.6696
2012-07-05,barley/spring barley,1,53,53,0,0,0.106,0,0.131,0.1,0.137,0.131,0.1,0.137,0.051,0.0502,0.0502,24.1525,23.6265
2012-07-06,barley/spring barley,1,53,53,0,0,0.106,0.4286,0.113,0.1,0.135,0.113,0.1,0.135,0.051,0.0502,0.0502,26.6425,25.2517
2012-07-07,barley/spring barley,1,53,53,0,0,0.106,1.5242,0.118,0.1,0.133,0.118,0.1,0.133,0.051,0.0502,0.0502,24.1842,23.7055
2012-07-08,barley/spring barley,1,53,53,0,0,0.106,0,0.104,0.1,0.131,0.104,0.1,0.131,0.051,0.0502,0.0502,22.4767,27.0694
2012-07-09,barley/spring barley,1,53,53,0,0,0.106,0,0.099,0.099,0.129,0.099,0.099,0.129,0.051,0.0502,0.0502,21.9813,28.1499
2012-07-10,barley/spring barley,1,53,53,0,0,0.106,0,0.098,0.099,0.128,0.098,0.099,0.128,0.051,0.0502,0.0502,23.5454,27.7611
2012-07-11,barley/spring barley,1,53,53,0,0,0.106,0,0.097,0.099,0.126,0.097,0.099,0.126,0.051,0.0502,0.0502,24.2658,24.5288
2012-07-12,barley/spring barley,1,53,53,0,0,0.106,1.7276,0.113,0.099,0.124,0.113,0.099,0.124,0.051,0.0502,0.0502,24.0525,20.8172
2012-07-13,barley/spring barley,1,53,53,0,0,0.106,3.2543,0.135,0.099,0.123,0.135,0.099,0.123,0.051,0.0502,0.0502,24.4213,21.2947
2012-07-14,barley/spring barley,1,53,53,0,0,0.106,0,0.114,0.099,0.121,0.114,0.099,0.121,0.051,0.0502,0.0502,21.915,27.4343
2012-07-15,barley/spring barley,1,53,53,0,0,0.106,1.1239,0.115,0.099,0.12,0.115,0.099,0.12,0.051,0.0502,0.0502,23.4354,21.2397
2012-07-16,barley/spring barley,1,53,53,0,0,0.106,13.4572,0.24,0.099,0.119,0.24,0.099,0.119,0.051,0.0502,0.0502,22.7567,18.6059
2012-07-17,barley/spring barley,2,61.3,60.9,0,0,0.106,16.0153,0.318,0.175,0.119,0.318,0.175,0.119,0.051,0.0502,0.0502,17.2246,11.3322
2012-07-18,barley/spring barley,2,73.1,71.5,0,0,0.1218,2.2438,0.304,0.197,0.119,0.304,0.197,0.119,0.0509,0.0502,0.0502,17.2629,20.3459
2012-07-19,barley/spring barley,2,86.7,83.2,0,0,0.1427,1.7604,0.299,0.206,0.119,0.299,0.206,0.119,0.0509,0.0502,0.0502,17.2471,19.3783
2012-07-20,barley/spring barley,2,103.9,96.9,0,0,0.1658,3.1483,0.299,0.22,0.119,0.299,0.22,0.119,0.0509,0.0502,0.0502,20.7458,19.7004
2012-07-21,barley/spring barley,2,126.4,113.9,0,0,0.193,0.2768,0.282,0.218,0.119,0.282,0.218,0.119,0.0509,0.0502,0.0502,20.0487,25.038
2012-07-22,barley/spring barley,2,150.2,130.7,0,0,0.2263,1.695,0.286,0.218,0.119,0.286,0.218,0.119,0.0509,0.0502,0.0502,19.2183,19.8882
2012-07-23,barley/spring barley,2,179.1,150,0,0,0.2593,1.9478,0.291,0.217,0.118,0.291,0.217,0.118,0.0509,0.0502,0.0502,19.9662,21.6087
2012-07-24,barley/spring barley,2,216,172.9,0,0,0.297,0,0.272,0.216,0.118,0.272,0.216,0.118,0.0508,0.0502,0.0502,20.0833,26.1058
2012-07-25,barley/spring barley,2,259,197.9,0,0,0.3418,0,0.254,0.214,0.118,0.254,0.214,0.118,0.0508,0.0502,0.0502,21.5317,25.3895
