out_SOC2.581767578125_PV0.5904931640625_pH5.456884765625_CN11.444189453125.csv
7,sugar beet/,9815.8,2017-05-20,2017-09-15
out_SOC2.645400390625_PV0.6686083984375_pH6.150927734375_CN11.769384765625.csv
1,sugar beet/,25172.5,2011-05-02,2011-11-01
2,barley/spring barley,1810.4,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,23182.6,2014-04-20,2014-10-10
5,soybean/000,214.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.8,2017-05-20,2017-09-15
out_SOC2.648935546875_PV0.5012451171875_pH4.810009765625_CN12.053564453125.csv
1,sugar beet/,25142.5,2011-05-02,2011-11-01
2,barley/spring barley,1438,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19930.3,2014-04-20,2014-10-10
5,soybean/000,203.2,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9723.1,2017-05-20,2017-09-15
out_SOC2.648935546875_PV0.5012451171875_pH5.230029296875_CN12.119482421875.csv
1,sugar beet/,25142.5,2011-05-02,2011-11-01
2,barley/spring barley,1438,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19930.3,2014-04-20,2014-10-10
5,soybean/000,203.2,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9723.1,2017-05-20,2017-09-15
out_SOC2.648935546875_PV0.5016162109375_pH4.652783203125_CN11.136572265625.csv
1,sugar beet/,25142.5,2011-05-02,2011-11-01
2,barley/spring barley,1439.7,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19936.1,2014-04-20,2014-10-10
5,soybean/000,203.2,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9723.6,2017-05-20,2017-09-15
out_SOC2.648935546875_PV0.5016162109375_pH6.375537109375_CN11.893896484375.csv
1,sugar beet/,25142.5,2011-05-02,2011-11-01
2,barley/spring barley,1439.7,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19936.1,2014-04-20,2014-10-10
5,soybean/000,203,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9723.6,2017-05-20,2017-09-15
out_SOC2.648935546875_PV0.5133056640625_pH4.810009765625_CN12.119482421875.csv
1,sugar beet/,25151.5,2011-05-02,2011-11-01
2,barley/spring barley,1489.9,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20118.3,2014-04-20,2014-10-10
5,soybean/000,203.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9755.9,2017-05-20,2017-09-15
out_SOC2.648935546875_PV0.5133056640625_pH5.230029296875_CN12.053564453125.csv
1,sugar beet/,25151.5,2011-05-02,2011-11-01
2,barley/spring barley,1489.9,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20118.3,2014-04-20,2014-10-10
5,soybean/000,203.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9755.9,2017-05-20,2017-09-15
out_SOC2.648935546875_PV0.5133056640625_pH5.230029296875_CN12.119482421875.csv
1,sugar beet/,25151.5,2011-05-02,2011-11-01
2,barley/spring barley,1489.9,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20118.3,2014-04-20,2014-10-10
5,soybean/000,203.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9755.9,2017-05-20,2017-09-15
out_SOC2.648935546875_PV0.5852978515625_pH4.652783203125_CN11.893896484375.csv
1,sugar beet/,25177.6,2011-05-02,2011-11-01
2,barley/spring barley,1771.5,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21456.1,2014-04-20,2014-10-10
5,soybean/000,203.8,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.648935546875_PV0.5852978515625_pH6.375537109375_CN11.136572265625.csv
1,sugar beet/,25177.6,2011-05-02,2011-11-01
2,barley/spring barley,1771.5,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21456.1,2014-04-20,2014-10-10
5,soybean/000,203.8,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.648935546875_PV0.5852978515625_pH6.375537109375_CN11.893896484375.csv
1,sugar beet/,25177.6,2011-05-02,2011-11-01
2,barley/spring barley,1771.5,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21456.1,2014-04-20,2014-10-10
5,soybean/000,203.7,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.652470703125_PV0.5685986328125_pH5.544482421875_CN10.906591796875.csv
1,sugar beet/,25175.1,2011-05-02,2011-11-01
2,barley/spring barley,1726.6,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21074.8,2014-04-20,2014-10-10
5,soybean/000,203.9,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.5,2017-05-20,2017-09-15
out_SOC2.652470703125_PV0.5685986328125_pH5.672509765625_CN12.018408203125.csv
1,sugar beet/,25175.1,2011-05-02,2011-11-01
2,barley/spring barley,1726.6,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21074.8,2014-04-20,2014-10-10
5,soybean/000,203.8,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.5,2017-05-20,2017-09-15
out_SOC2.652470703125_PV0.5778759765625_pH5.634326171875_CN11.199560546875.csv
1,sugar beet/,25176.6,2011-05-02,2011-11-01
2,barley/spring barley,1753.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21288.3,2014-04-20,2014-10-10
5,soybean/000,204,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.652470703125_PV0.5778759765625_pH5.789306640625_CN11.051611328125.csv
1,sugar beet/,25176.6,2011-05-02,2011-11-01
2,barley/spring barley,1753.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21288.3,2014-04-20,2014-10-10
5,soybean/000,204,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.652470703125_PV0.5895654296875_pH5.544482421875_CN12.018408203125.csv
1,sugar beet/,25178.2,2011-05-02,2011-11-01
2,barley/spring barley,1779.9,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21528.1,2014-04-20,2014-10-10
5,soybean/000,204.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.652470703125_PV0.5895654296875_pH5.672509765625_CN10.906591796875.csv
1,sugar beet/,25178.2,2011-05-02,2011-11-01
2,barley/spring barley,1779.9,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21528.1,2014-04-20,2014-10-10
5,soybean/000,204.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.652470703125_PV0.5895654296875_pH5.672509765625_CN12.018408203125.csv
1,sugar beet/,25178.2,2011-05-02,2011-11-01
2,barley/spring barley,1779.9,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21528.1,2014-04-20,2014-10-10
5,soybean/000,204.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.652470703125_PV0.6162841796875_pH5.634326171875_CN11.051611328125.csv
1,sugar beet/,25190.9,2011-05-02,2011-11-01
2,barley/spring barley,1822,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22040.3,2014-04-20,2014-10-10
5,soybean/000,205.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.652470703125_PV0.6162841796875_pH5.789306640625_CN11.051611328125.csv
1,sugar beet/,25190.9,2011-05-02,2011-11-01
2,barley/spring barley,1822,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22040.3,2014-04-20,2014-10-10
5,soybean/000,205.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.652470703125_PV0.6162841796875_pH5.789306640625_CN11.199560546875.csv
1,sugar beet/,25190.9,2011-05-02,2011-11-01
2,barley/spring barley,1822,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22040.3,2014-04-20,2014-10-10
5,soybean/000,205.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.656005859375_PV0.4852880859375_pH5.272705078125_CN11.833837890625.csv
1,sugar beet/,25141.3,2011-05-02,2011-11-01
2,barley/spring barley,1343.3,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19643.6,2014-04-20,2014-10-10
5,soybean/000,203.2,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9540,2017-05-20,2017-09-15
out_SOC2.656005859375_PV0.4852880859375_pH6.716943359375_CN11.811865234375.csv
1,sugar beet/,25141.3,2011-05-02,2011-11-01
2,barley/spring barley,1343.3,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19643.6,2014-04-20,2014-10-10
5,soybean/000,202.9,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9539.9,2017-05-20,2017-09-15
out_SOC2.656005859375_PV0.5418798828125_pH5.272705078125_CN11.811865234375.csv
1,sugar beet/,25169.2,2011-05-02,2011-11-01
2,barley/spring barley,1616.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20538.3,2014-04-20,2014-10-10
5,soybean/000,203.5,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9807.8,2017-05-20,2017-09-15
out_SOC2.656005859375_PV0.5418798828125_pH6.716943359375_CN11.811865234375.csv
1,sugar beet/,25169.2,2011-05-02,2011-11-01
2,barley/spring barley,1616.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20538.3,2014-04-20,2014-10-10
5,soybean/000,203.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9807.8,2017-05-20,2017-09-15
out_SOC2.656005859375_PV0.5418798828125_pH6.716943359375_CN11.833837890625.csv
1,sugar beet/,25169.2,2011-05-02,2011-11-01
2,barley/spring barley,1616.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20538.3,2014-04-20,2014-10-10
5,soybean/000,203.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9807.8,2017-05-20,2017-09-15
out_SOC2.659541015625_PV0.4869580078125_pH6.081298828125_CN12.197119140625.csv
1,sugar beet/,25141.5,2011-05-02,2011-11-01
2,barley/spring barley,1354.6,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19760.6,2014-04-20,2014-10-10
5,soybean/000,203.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9556.6,2017-05-20,2017-09-15
out_SOC2.659541015625_PV0.4869580078125_pH6.8067871093750005_CN11.518896484375.csv
1,sugar beet/,25141.5,2011-05-02,2011-11-01
2,barley/spring barley,1354.6,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19760.6,2014-04-20,2014-10-10
5,soybean/000,203,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9556.5,2017-05-20,2017-09-15
out_SOC2.659541015625_PV0.4941943359375_pH4.886376953125_CN11.499853515625.csv
1,sugar beet/,25142.1,2011-05-02,2011-11-01
2,barley/spring barley,1396.4,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19831.9,2014-04-20,2014-10-10
5,soybean/000,203.2,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9631.6,2017-05-20,2017-09-15
out_SOC2.659541015625_PV0.4941943359375_pH4.886376953125_CN11.600927734375.csv
1,sugar beet/,25142.1,2011-05-02,2011-11-01
2,barley/spring barley,1396.4,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19831.9,2014-04-20,2014-10-10
5,soybean/000,203.2,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9631.6,2017-05-20,2017-09-15
out_SOC2.659541015625_PV0.4941943359375_pH6.5372558593750005_CN11.499853515625.csv
1,sugar beet/,25142.1,2011-05-02,2011-11-01
2,barley/spring barley,1396.4,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19831.9,2014-04-20,2014-10-10
5,soybean/000,203.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9631.6,2017-05-20,2017-09-15
out_SOC2.659541015625_PV0.5520849609375_pH6.081298828125_CN11.518896484375.csv
1,sugar beet/,25171.9,2011-05-02,2011-11-01
2,barley/spring barley,1665.5,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20728.8,2014-04-20,2014-10-10
5,soybean/000,203.8,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9813.9,2017-05-20,2017-09-15
out_SOC2.659541015625_PV0.5520849609375_pH6.081298828125_CN12.197119140625.csv
1,sugar beet/,25171.9,2011-05-02,2011-11-01
2,barley/spring barley,1665.5,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20728.8,2014-04-20,2014-10-10
5,soybean/000,203.6,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9813.9,2017-05-20,2017-09-15
out_SOC2.659541015625_PV0.5520849609375_pH6.8067871093750005_CN12.197119140625.csv
1,sugar beet/,25171.9,2011-05-02,2011-11-01
2,barley/spring barley,1665.5,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20728.8,2014-04-20,2014-10-10
5,soybean/000,203.6,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9813.9,2017-05-20,2017-09-15
out_SOC2.659541015625_PV0.5927197265625_pH4.886376953125_CN11.499853515625.csv
1,sugar beet/,25178.7,2011-05-02,2011-11-01
2,barley/spring barley,1786.5,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21592,2014-04-20,2014-10-10
5,soybean/000,204.2,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.5,2017-05-20,2017-09-15
out_SOC2.659541015625_PV0.5927197265625_pH6.5372558593750005_CN11.600927734375.csv
1,sugar beet/,25178.7,2011-05-02,2011-11-01
2,barley/spring barley,1786.5,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21592,2014-04-20,2014-10-10
5,soybean/000,204,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.5,2017-05-20,2017-09-15
out_SOC2.6630761718750002_PV0.4940087890625_pH5.434423828125_CN12.216162109375.csv
1,sugar beet/,25142.1,2011-05-02,2011-11-01
2,barley/spring barley,1395.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19829.1,2014-04-20,2014-10-10
5,soybean/000,203.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9629.6,2017-05-20,2017-09-15
out_SOC2.6630761718750002_PV0.4940087890625_pH5.629833984375_CN10.990087890625.csv
1,sugar beet/,25142.1,2011-05-02,2011-11-01
2,barley/spring barley,1395.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19829.1,2014-04-20,2014-10-10
5,soybean/000,203.2,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9629.6,2017-05-20,2017-09-15
out_SOC2.6630761718750002_PV0.4940087890625_pH5.629833984375_CN12.216162109375.csv
1,sugar beet/,25142.1,2011-05-02,2011-11-01
2,barley/spring barley,1395.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19829.1,2014-04-20,2014-10-10
5,soybean/000,203.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9629.6,2017-05-20,2017-09-15
out_SOC2.6630761718750002_PV0.6372509765625001_pH5.778076171875_CN11.293310546875.csv
1,sugar beet/,25208.9,2011-05-02,2011-11-01
2,barley/spring barley,1810.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22533.6,2014-04-20,2014-10-10
5,soybean/000,208.6,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.6630761718750002_PV0.6372509765625001_pH5.778076171875_CN12.270361328125.csv
1,sugar beet/,25208.9,2011-05-02,2011-11-01
2,barley/spring barley,1810.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22533.6,2014-04-20,2014-10-10
5,soybean/000,208.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.6630761718750002_PV0.6372509765625001_pH6.7955566406250005_CN11.293310546875.csv
1,sugar beet/,25208.9,2011-05-02,2011-11-01
2,barley/spring barley,1810.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22533.6,2014-04-20,2014-10-10
5,soybean/000,208.2,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.6630761718750002_PV0.6519091796875001_pH5.778076171875_CN11.293310546875.csv
1,sugar beet/,25216.1,2011-05-02,2011-11-01
2,barley/spring barley,1810.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22860.2,2014-04-20,2014-10-10
5,soybean/000,209,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.6630761718750002_PV0.6519091796875001_pH6.7955566406250005_CN12.270361328125.csv
1,sugar beet/,25216.1,2011-05-02,2011-11-01
2,barley/spring barley,1810.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22860.2,2014-04-20,2014-10-10
5,soybean/000,208.7,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.6630761718750002_PV0.6567333984375_pH5.434423828125_CN10.990087890625.csv
1,sugar beet/,25218,2011-05-02,2011-11-01
2,barley/spring barley,1810.3,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22958.9,2014-04-20,2014-10-10
5,soybean/000,209.6,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.6630761718750002_PV0.6567333984375_pH5.629833984375_CN12.216162109375.csv
1,sugar beet/,25218,2011-05-02,2011-11-01
2,barley/spring barley,1810.3,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22958.9,2014-04-20,2014-10-10
5,soybean/000,209.4,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.666611328125_PV0.5205419921875_pH6.433935546875_CN11.338720703125.csv
1,sugar beet/,25157.2,2011-05-02,2011-11-01
2,barley/spring barley,1521.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20232.8,2014-04-20,2014-10-10
5,soybean/000,203.4,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9783.3,2017-05-20,2017-09-15
out_SOC2.666611328125_PV0.5205419921875_pH6.517041015625001_CN11.338720703125.csv
1,sugar beet/,25157.2,2011-05-02,2011-11-01
2,barley/spring barley,1521.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20232.8,2014-04-20,2014-10-10
5,soybean/000,203.4,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9783.3,2017-05-20,2017-09-15
out_SOC2.666611328125_PV0.5205419921875_pH6.517041015625001_CN12.107763671875.csv
1,sugar beet/,25157.2,2011-05-02,2011-11-01
2,barley/spring barley,1521.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20232.8,2014-04-20,2014-10-10
5,soybean/000,203.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9783.3,2017-05-20,2017-09-15
out_SOC2.666611328125_PV0.6274169921875_pH5.1424316406249995_CN11.264013671875.csv
1,sugar beet/,25200.7,2011-05-02,2011-11-01
2,barley/spring barley,1810.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22336.3,2014-04-20,2014-10-10
5,soybean/000,206.8,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.5,2017-05-20,2017-09-15
out_SOC2.666611328125_PV0.6274169921875_pH5.1424316406249995_CN11.743017578125.csv
1,sugar beet/,25200.7,2011-05-02,2011-11-01
2,barley/spring barley,1810.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22336.3,2014-04-20,2014-10-10
5,soybean/000,206.8,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.5,2017-05-20,2017-09-15
out_SOC2.666611328125_PV0.6274169921875_pH6.218310546875_CN11.743017578125.csv
1,sugar beet/,25200.7,2011-05-02,2011-11-01
2,barley/spring barley,1810.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22336.3,2014-04-20,2014-10-10
5,soybean/000,206.7,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.5,2017-05-20,2017-09-15
out_SOC2.666611328125_PV0.6365087890625001_pH6.433935546875_CN12.107763671875.csv
1,sugar beet/,25208.5,2011-05-02,2011-11-01
2,barley/spring barley,1810.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22519.3,2014-04-20,2014-10-10
5,soybean/000,208.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.666611328125_PV0.6365087890625001_pH6.517041015625001_CN11.338720703125.csv
1,sugar beet/,25208.5,2011-05-02,2011-11-01
2,barley/spring barley,1810.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22519.3,2014-04-20,2014-10-10
5,soybean/000,208.2,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.666611328125_PV0.6420751953125_pH5.1424316406249995_CN11.743017578125.csv
1,sugar beet/,25211.5,2011-05-02,2011-11-01
2,barley/spring barley,1810.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22643.7,2014-04-20,2014-10-10
5,soybean/000,208.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.666611328125_PV0.6420751953125_pH6.218310546875_CN11.264013671875.csv
1,sugar beet/,25211.5,2011-05-02,2011-11-01
2,barley/spring barley,1810.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22643.7,2014-04-20,2014-10-10
5,soybean/000,208.4,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9815.6,2017-05-20,2017-09-15
out_SOC2.670146484375_PV0.4847314453125_pH5.964501953125_CN11.899755859375.csv
1,sugar beet/,25141.4,2011-05-02,2011-11-01
2,barley/spring barley,1339.5,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19633.7,2014-04-20,2014-10-10
5,soybean/000,203.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9534.1,2017-05-20,2017-09-15
out_SOC2.670146484375_PV0.4847314453125_pH6.043115234375_CN11.839697265625.csv
1,sugar beet/,25141.4,2011-05-02,2011-11-01
2,barley/spring barley,1339.5,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19633.7,2014-04-20,2014-10-10
5,soybean/000,203.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9534.1,2017-05-20,2017-09-15
out_SOC2.670146484375_PV0.4847314453125_pH6.043115234375_CN11.899755859375.csv
1,sugar beet/,25141.4,2011-05-02,2011-11-01
2,barley/spring barley,1339.5,2012-05-02,2012-09-01
